Serial No.,Course ID,Course Name,Teacher Name,Teacher Rating,Teacher Friendliness,Course Difficulty,Teacher Teaching Skills,Number of Credits
3854,CSE4004 ,Digital Forensics,Dr. harbanschauhan,2,5,0,3,2
3855,MAT2002,Applications of Differential and Difference Equations,Dr. chanderwati,2,2,0,2,5
3856,ECE3501,IoT Fundamentals,Dr. haji,3,2,1,3,2
3857,ECE3501,IoT Fundamentals,Dr. prabhila,4,1,1,3,3
3858,CSE1006 ,Blockchain and Cryptocurrency Technologies,Dr. parmodh,3,2,2,5,5
3859,CSE2006 ,Microprocessor and Interfacing,Dr. saurab,3,4,3,1,3
3860,CSE1004 ,Network and Communication,Dr. bhavesh,2,3,0,4,2
3861,CSE2013,Theory of Computation,Dr. injum,4,1,3,3,4
3862,CSE3020 ,Data Visualization,Dr. omveer,4,1,4,3,4
3863,CSE3506,Essentials of Data Analytics,Dr. istkhar,5,3,2,3,3
3864,CSE2001 ,Computer Architecture and Organization,Dr. rathan,1,4,1,4,3
3865,CSE3505,Foundations of Data Analytics,Dr. marjina,4,2,3,5,3
3866,CSE4003 ,Cyber Security,Dr. amna,2,4,3,4,2
3867,CSE3011 ,Robotics and its Applications,Dr. badrunisha,2,3,6,5,5
3868,CSE2006 ,Microprocessor and Interfacing,Dr. bironica,2,1,3,5,5
3869,CSE2012,Design and analysis of algorithms,Dr. rambir,5,3,1,4,5
3870,CSE4001 ,Parallel and Distributed Computing,Dr. pram,4,4,1,2,4
3871,CSE2004 ,Database Management Systems,Dr. radhyshyam,5,1,1,5,4
3872,CSE3501,Information Security Analysis and Audit,Dr. visham,4,2,3,1,2
3873,CSE3502,Information Security Management,Dr. subhiya,3,4,1,5,2
3874,CSE2006 ,Microprocessor and Interfacing,Dr. tikku,3,3,3,5,4
3875,CSE2006 ,Microprocessor and Interfacing,Dr. rashimi,3,4,2,3,4
3876,CSE2013,Theory of Computation,Dr. amrika,1,3,0,5,2
3877,CSE3506,Essentials of Data Analytics,Dr. khadak,5,1,0,4,2
3878,CSE4011 ,Virtualization,Dr. sushama,4,1,1,1,2
3879,CSE2013,Theory of Computation,Dr. achin,2,5,1,2,5
3880,CSE1006 ,Blockchain and Cryptocurrency Technologies,Dr. dulichand,2,1,1,3,4
3881,CSE3501,Information Security Analysis and Audit,Dr. mudssir,1,5,2,5,4
3882,CSE3013 ,Artificial Intelligence,Dr. satendra,3,3,4,1,4
3883,CSE2012,Design and analysis of algorithms,Dr. dhanpat,3,2,1,2,4
3884,ECE3501,IoT Fundamentals,Dr. furkan,3,3,0,4,2
3885,CSE3502,Information Security Management,Dr. tavvasum,3,2,2,1,4
3886,CSE3006 ,Embedded System Design,Dr. aarav,4,2,0,5,3
3887,CSE2001 ,Computer Architecture and Organization,Dr. mandeep,3,4,4,1,4
3888,CSE3020 ,Data Visualization,Dr. raja,1,5,1,1,4
3889,CSE4004 ,Digital Forensics,Dr. rghuraj,1,1,3,5,5
3890,CSE2013,Theory of Computation,Dr. yasar,4,4,2,5,2
3891,CSE3501,Information Security Analysis and Audit,Dr. shakuntla/baby,2,1,1,3,2
3892,CSE4003 ,Cyber Security,Dr. fitrat,4,2,2,2,4
3893,CSE2005 ,Operating Systems,Dr. shenaz,1,5,2,2,4
3894,CSE2014,Compiler Design,Dr. susri,4,2,2,3,2
3895,CSE3024 ,Web Mining,Dr. bhudev,4,4,1,5,3
3896,CSE2012,Design and analysis of algorithms,Dr. jorj,3,5,1,1,2
3897,CSE3013 ,Artificial Intelligence,Dr. punni,5,3,0,4,4
3898,CSE2012,Design and analysis of algorithms,Dr. jaivanti,1,2,1,2,3
3899,CSE2005 ,Operating Systems,Dr. parmita,3,2,3,4,5
3900,CSE3011 ,Robotics and its Applications,Dr. laxmi,1,5,2,2,2
3901,CSE4020 ,Machine Learning,Dr. sany,3,4,1,1,4
3902,ECE3501,IoT Fundamentals,Dr. sameem,3,1,1,3,4
3903,CSE2023,Robotic Process Automation,Dr. meenakashi,3,2,1,1,3
3904,CSE4015 ,Human Computer Interaction,Dr. ishwer,2,1,2,5,2
3905,CSE3502,Information Security Management,Dr. saviti,4,1,1,2,4
3906,CSE4014 ,High Performance Computing,Dr. ruhhena,1,5,3,1,5
3907,CSE3020 ,Data Visualization,Dr. mitthu,2,1,0,2,3
3908,CSE3021 ,Social and Information Networks,Dr. sarmeela,4,2,1,4,5
3909,CSE3029 ,Game Programming,Dr. annavi,5,2,3,5,2
3910,CSE3029 ,Game Programming,Dr. shailesh,1,5,3,4,4
3911,CSE2005 ,Operating Systems,Dr. siraj,2,4,4,2,4
3912,CSE4022 ,Natural Language Processing,Dr. nanhey,3,1,3,5,5
3913,CSE4011 ,Virtualization,Dr. ranju,5,5,0,4,5
3914,CSE3501,Information Security Analysis and Audit,Dr. victor,2,4,2,2,3
3915,CSE3006 ,Embedded System Design,Dr. tirlok,3,3,1,2,5
3916,CSE1006 ,Blockchain and Cryptocurrency Technologies,Dr. anandi,1,2,4,3,4
3917,CSE2012,Design and analysis of algorithms,Dr. gudiya,4,3,3,1,5
3918,CSE4003 ,Cyber Security,Dr. savia,5,5,0,2,4
3919,CSE2006 ,Microprocessor and Interfacing,Dr. sulekha,2,5,1,4,2
3920,CSE2005 ,Operating Systems,Dr. sehran,5,4,1,3,5
3921,CSE2011 ,Data Structures and Algorithms,Dr. ahsan,2,2,3,5,5
3922,CSE4022 ,Natural Language Processing,Dr. mintu,1,3,1,5,5
3923,CSE3020 ,Data Visualization,Dr. daaud,4,4,3,4,4
3924,CSE4003 ,Cyber Security,Dr. khasbhoo,2,4,2,4,3
3925,CSE3006 ,Embedded System Design,Dr. shambhu,1,4,3,1,3
3926,CSE1007 ,Java Programming,Dr. indira,2,3,2,5,4
3927,CSE2023,Robotic Process Automation,Dr. sohail,4,5,1,5,4
3928,MAT2002,Applications of Differential and Difference Equations,Dr. narmda,1,3,1,4,2
3929,CSE3020 ,Data Visualization,Dr. maan,2,2,1,1,5
3930,CSE2004 ,Database Management Systems,Dr. reemi,3,3,0,5,2
3931,EEE1001,Basic Electrical and Electronics Engineering,Dr. veerendra,5,5,3,4,4
3932,CSE4004 ,Digital Forensics,Dr. natha,5,2,1,5,2
3933,CSE2012,Design and analysis of algorithms,Dr. pear,2,2,1,2,2
3934,MAT1014,Discrete Mathematics and Graph Theory,Dr. sabeena,3,4,3,2,2
3935,CSE3001 ,Software Engineering,Dr. naimuddin,2,2,0,3,2
3936,CSE3505,Foundations of Data Analytics,Dr. jahirul,4,2,0,4,3
3937,CSE3001 ,Software Engineering,Dr. jittender,5,1,2,1,2
3938,MAT2002,Applications of Differential and Difference Equations,Dr. rupan,4,4,2,5,2
3939,CSE4011 ,Virtualization,Dr. suganti,4,5,4,3,3
3940,CSE2023,Robotic Process Automation,Dr. harsh,5,4,2,4,2
3941,CSE3021 ,Social and Information Networks,Dr. lakhi,5,5,3,1,5
3942,CSE2004 ,Database Management Systems,Dr. pholwati,1,3,2,1,3
3943,CSE4003 ,Cyber Security,Dr. omwati,3,3,0,4,2
3944,CSE2011 ,Data Structures and Algorithms,Dr. laja,4,4,1,3,2
3945,CSE2014,Compiler Design,Dr. sirjna,2,3,4,2,4
3946,MAT3004 ,Applied Linear Algebra,Dr. repu,5,4,1,5,2
3947,CSE3505,Foundations of Data Analytics,Dr. param,4,2,2,2,3
3948,CSE3009 ,Internet of Things,Dr. kulbhushan,3,1,1,3,5
3949,CSE4004 ,Digital Forensics,Dr. ramhetu,2,1,1,1,4
3950,CSE4001 ,Parallel and Distributed Computing,Dr. tasveeran,1,5,1,5,2
3951,CSE2005 ,Operating Systems,Dr. yashoda,5,2,5,2,5
3952,CSE4004 ,Digital Forensics,Dr. adalat,5,1,2,3,3
3953,CSE4022 ,Natural Language Processing,Dr. nazmaa,3,5,1,5,3
3954,CSE2001 ,Computer Architecture and Organization,Dr. sakila,5,5,2,2,3
3955,CSE1006 ,Blockchain and Cryptocurrency Technologies,Dr. laxmikant,2,2,1,2,2
3956,CSE3505,Foundations of Data Analytics,Dr. beby,5,1,4,2,4
3957,CSE2011 ,Data Structures and Algorithms,Dr. sagar,2,2,0,5,3
3958,CSE1003 ,Digital Logic and Design,Dr. aphasana,3,2,3,1,3
3959,CSE3018 ,Content Based Image and Video Retrieval,Dr. kosaleya,3,5,3,2,5
3960,CSE3020 ,Data Visualization,Dr. matbar,5,4,2,1,3
3961,CSE2023,Robotic Process Automation,Dr. manender,3,2,1,1,2
3962,CSE2023,Robotic Process Automation,Dr. harbas,5,5,1,1,2
3963,CSE3502,Information Security Management,Dr. dipeeka,3,4,1,2,3
3964,CSE1003 ,Digital Logic and Design,Dr. shabbenour,1,5,1,3,2
3965,CSE4022 ,Natural Language Processing,Dr. riyazuddin,5,1,2,5,4
3966,CSE2004 ,Database Management Systems,Dr. nargis,1,1,0,1,2
3967,CSE4014 ,High Performance Computing,Dr. sajid,4,2,1,4,4
3968,CSE4014 ,High Performance Computing,Dr. shamima,2,4,2,3,5
3969,CSE2013,Theory of Computation,Dr. vidhya,3,5,4,5,5
3970,CSE3025 ,Large Scale Data Processing,Dr. rajbala,5,4,1,2,2
3971,CSE4004 ,Digital Forensics,Dr. chanda,3,3,4,5,3
3972,CSE2004 ,Database Management Systems,Dr. dhurpati,5,4,1,4,3
3973,CSE3021 ,Social and Information Networks,Dr. gulnaaz,4,3,1,1,3
3974,CSE3002 ,Internet and Web Programming,Dr. sharanjeet,4,4,4,4,5
3975,ECE3502,IoT Domain Analyst,Dr. sunitha,3,3,0,4,2
3976,CSE3006 ,Embedded System Design,Dr. nainshi,5,2,1,3,3
3977,CSE2006 ,Microprocessor and Interfacing,Dr. rosy,1,1,4,5,4
3978,CSE3009 ,Internet of Things,Dr. durgesh,3,3,1,1,5
3979,CSE1006 ,Blockchain and Cryptocurrency Technologies,Dr. pardhuman,1,1,0,1,4
3980,CSE3505,Foundations of Data Analytics,Dr. rekhai,4,3,2,3,3
3981,CSE2005 ,Operating Systems,Dr. rena,1,4,3,2,5
3982,EEE1001,Basic Electrical and Electronics Engineering,Dr. naveen,4,4,2,2,2
3983,CSE3020 ,Data Visualization,Dr. vaseem,1,5,0,5,2
3984,CSE1003 ,Digital Logic and Design,Dr. tabbasum,2,4,1,5,2
3985,CSE2004 ,Database Management Systems,Dr. gulsida,5,3,1,1,5
3986,CSE3002 ,Internet and Web Programming,Dr. birmadevi,2,5,2,2,4
3987,CSE2013,Theory of Computation,Dr. veerendra,2,3,0,4,4
3988,CSE3025 ,Large Scale Data Processing,Dr. jon,2,1,2,3,4
3989,CSE3501,Information Security Analysis and Audit,Dr. nannu,5,1,1,2,4
3990,CSE3009 ,Internet of Things,Dr. guru,5,2,2,2,3
3991,CSE1004 ,Network and Communication,Dr. sanni,4,5,2,1,5
3992,CSE4011 ,Virtualization,Dr. dhruv,1,4,1,2,2
3993,CSE1003 ,Digital Logic and Design,Dr. goldi,3,4,2,3,4
3994,CSE4019 ,Image Processing,Dr. tek,5,5,1,4,3
3995,EEE1001,Basic Electrical and Electronics Engineering,Dr. shami,3,5,2,3,3
3996,ECE3501,IoT Fundamentals,Dr. kawita,1,1,4,3,4
3997,CSE3001 ,Software Engineering,Dr. mithun,1,1,1,3,2
3998,CSE4004 ,Digital Forensics,Dr. givinda,5,1,4,4,5
3999,CSE3025 ,Large Scale Data Processing,Dr. harpreet,4,3,2,2,3
4000,CSE2001 ,Computer Architecture and Organization,Dr. hardeep,3,3,5,3,5
4001,CSE4019 ,Image Processing,Dr. mansa,3,1,3,1,5
4002,CSE3002 ,Internet and Web Programming,Dr. dhaneswar,2,4,1,4,2
4003,CSE3029 ,Game Programming,Dr. noorin,4,5,1,4,4
4004,CSE3011 ,Robotics and its Applications,Dr. perkash,3,5,4,5,5
4005,CSE2011 ,Data Structures and Algorithms,Dr. vipulander,5,1,2,4,4
4006,CSE2004 ,Database Management Systems,Dr. rimpi,4,4,1,5,2
4007,CSE4003 ,Cyber Security,Dr. divyansh,3,4,2,5,3
4008,CSE3020 ,Data Visualization,Dr. ratiman,5,4,2,3,3
4009,CSE1006 ,Blockchain and Cryptocurrency Technologies,Dr. ganesh,5,2,1,3,3
4010,CSE2014,Compiler Design,Dr. mana,1,3,3,2,3
4011,CSE3502,Information Security Management,Dr. veena,1,5,3,5,4
4012,ECE3501,IoT Fundamentals,Dr. bachu,4,2,2,3,3
4013,CSE4001 ,Parallel and Distributed Computing,Dr. alseepa,5,4,3,5,5
4014,CSE2006 ,Microprocessor and Interfacing,Dr. devdhari,2,3,0,5,2
4015,CSE3011 ,Robotics and its Applications,Dr. rimjhim,3,5,1,2,5
4016,CSE3006 ,Embedded System Design,Dr. sagira,2,5,1,1,2
4017,CSE4022 ,Natural Language Processing,Dr. akashya,2,4,2,4,2
4018,CSE1004 ,Network and Communication,Dr. sarain,3,1,3,3,2
4019,CSE4004 ,Digital Forensics,Dr. twinkle,4,2,0,3,3
4020,CSE4001 ,Parallel and Distributed Computing,Dr. abishek,4,4,0,2,5
4021,CSE3021 ,Social and Information Networks,Dr. saveroon,5,2,0,1,2
4022,CSE2004 ,Database Management Systems,Dr. rajkali,5,2,2,4,3
4023,CSE4020 ,Machine Learning,Dr. omeshkumar,4,3,4,2,4
4024,MAT1014,Discrete Mathematics and Graph Theory,Dr. barkat,3,1,2,3,3
4025,MAT3004 ,Applied Linear Algebra,Dr. sweety,3,5,2,5,2
4026,CSE2011 ,Data Structures and Algorithms,Dr. sowar,1,3,2,4,4
4027,CSE2023,Robotic Process Automation,Dr. jeeren,2,4,2,4,3
4028,CSE3001 ,Software Engineering,Dr. shbana,4,4,4,1,5
4029,CSE3505,Foundations of Data Analytics,Dr. gaffur,5,2,0,1,5
4030,CSE3020 ,Data Visualization,Dr. neaha,2,2,4,5,4
4031,CSE1004 ,Network and Communication,Dr. zeenat,4,3,1,3,3
4032,CSE2005 ,Operating Systems,Dr. ajima,4,3,1,4,5
4033,CSE3029 ,Game Programming,Dr. kavilash,1,5,2,4,2
4034,CSE2004 ,Database Management Systems,Dr. ramanand,5,4,0,1,2
4035,CSE4003 ,Cyber Security,Dr. mina,2,4,0,1,4
4036,CSE2001 ,Computer Architecture and Organization,Dr. pujja,4,1,3,3,3
4037,ECE3502,IoT Domain Analyst,Dr. manjiv,1,3,2,1,2
4038,MAT1014,Discrete Mathematics and Graph Theory,Dr. sablu,3,2,3,5,4
4039,CSE2006 ,Microprocessor and Interfacing,Dr. joohi,2,1,0,1,2
4040,CSE3011 ,Robotics and its Applications,Dr. khushnudi,3,2,3,1,4
4041,CSE3501,Information Security Analysis and Audit,Dr. amrika,3,2,0,3,4
4042,MAT3004 ,Applied Linear Algebra,Dr. dheeraj,4,2,2,4,4
4043,CSE2014,Compiler Design,Dr. girja,1,2,2,4,5
4044,CSE2023,Robotic Process Automation,Dr. aachal,2,4,4,3,5
4045,CSE3501,Information Security Analysis and Audit,Dr. haji,1,5,1,4,4
4046,CSE1007 ,Java Programming,Dr. rosan,5,4,0,4,3
4047,CSE2004 ,Database Management Systems,Dr. pravesh,4,2,5,1,4
4048,CSE4011 ,Virtualization,Dr. shma,5,3,1,3,2
4049,EEE1001,Basic Electrical and Electronics Engineering,Dr. meethu,3,4,5,4,5
4050,CSE3024 ,Web Mining,Dr. vishnu,2,1,2,4,3
4051,MAT2002,Applications of Differential and Difference Equations,Dr. manju,3,1,0,3,2
4052,CSE3009 ,Internet of Things,Dr. kisori,4,1,2,4,5
4053,CSE3001 ,Software Engineering,Dr. lovely,3,3,1,3,4
4054,CSE2011 ,Data Structures and Algorithms,Dr. megha,4,1,1,4,3
4055,CSE4020 ,Machine Learning,Dr. mujefir,3,2,2,1,2
4056,CSE2006 ,Microprocessor and Interfacing,Dr. mamtha,1,2,4,5,4
4057,MAT2002,Applications of Differential and Difference Equations,Dr. farhan,5,1,0,4,2
4058,CSE3506,Essentials of Data Analytics,Dr. tisar,4,4,1,2,4
4059,CSE4015 ,Human Computer Interaction,Dr. chaman,3,4,3,1,3
4060,CSE4011 ,Virtualization,Dr. sulochna,1,5,2,1,5
4061,CSE4022 ,Natural Language Processing,Dr. manisha,4,5,1,1,3
4062,MAT3004 ,Applied Linear Algebra,Dr. dharambir,5,2,2,1,4
4063,CSE3018 ,Content Based Image and Video Retrieval,Dr. tahir,2,2,4,3,5
4064,CSE2013,Theory of Computation,Dr. redhema,5,2,5,3,5
4065,CSE2013,Theory of Computation,Dr. ruben,1,2,0,3,5
4066,CSE3013 ,Artificial Intelligence,Dr. shabi,4,3,5,2,5
4067,CSE2005 ,Operating Systems,Dr. atiq,3,4,1,2,3
4068,ECE3502,IoT Domain Analyst,Dr. dipanshi,1,2,2,3,4
4069,CSE3029 ,Game Programming,Dr. radhab,4,2,0,4,2
4070,EEE1001,Basic Electrical and Electronics Engineering,Dr. supna,1,2,2,2,5
4071,CSE4020 ,Machine Learning,Dr. w/o,2,4,4,5,5
4072,CSE3029 ,Game Programming,Dr. arbana,2,2,2,1,3
4073,CSE3002 ,Internet and Web Programming,Dr. farheen,1,4,1,5,5
4074,CSE4015 ,Human Computer Interaction,Dr. cosmic,4,1,1,2,4
4075,CSE2013,Theory of Computation,Dr. vaibahv,2,1,4,2,3
4076,CSE4015 ,Human Computer Interaction,Dr. janeshwar,1,1,2,4,3
4077,CSE3002 ,Internet and Web Programming,Dr. islam,5,2,0,4,4
4078,CSE3011 ,Robotics and its Applications,Dr. manwi,3,1,3,1,5
4079,CSE3006 ,Embedded System Design,Dr. hazu,1,4,3,1,2
4080,CSE3018 ,Content Based Image and Video Retrieval,Dr. sabra,3,5,2,1,4
4081,CSE2013,Theory of Computation,Dr. lavpreet,1,1,3,5,2
4082,CSE4011 ,Virtualization,Dr. taj,5,3,3,3,4
4083,CSE2004 ,Database Management Systems,Dr. narendra,1,4,1,4,3
4084,ECE3502,IoT Domain Analyst,Dr. bhajanlal,4,4,4,2,5
4085,CSE1007 ,Java Programming,Dr. tehmina,1,1,1,3,2
4086,CSE2011 ,Data Structures and Algorithms,Dr. prezi,1,3,1,4,4
4087,MAT2002,Applications of Differential and Difference Equations,Dr. khajan,2,3,0,1,2
4088,CSE2001 ,Computer Architecture and Organization,Dr. samadhan,4,1,3,1,4
4089,CSE4004 ,Digital Forensics,Dr. parbhu,1,5,0,3,2
4090,CSE4003 ,Cyber Security,Dr. jagmohan,4,4,0,1,3
4091,CSE3025 ,Large Scale Data Processing,Dr. lashma,3,3,2,5,3
4092,CSE1007 ,Java Programming,Dr. manimegla,4,1,3,1,3
4093,CSE1004 ,Network and Communication,Dr. saheb,5,3,2,2,3
4094,CSE3021 ,Social and Information Networks,Dr. ramsewak,3,2,0,4,2
4095,CSE4001 ,Parallel and Distributed Computing,Dr. lata,2,2,4,4,3
4096,CSE3506,Essentials of Data Analytics,Dr. ish,1,5,3,3,2
4097,MAT1014,Discrete Mathematics and Graph Theory,Dr. tane,3,2,3,1,4
4098,CSE2005 ,Operating Systems,Dr. ramender,4,1,1,4,4
4099,CSE4001 ,Parallel and Distributed Computing,Dr. tunni,1,2,4,1,5
4100,CSE4022 ,Natural Language Processing,Dr. rinukanwr,5,1,2,5,2
4101,CSE3505,Foundations of Data Analytics,Dr. shela,3,5,3,4,2
4102,CSE4020 ,Machine Learning,Dr. bhojpal,1,5,4,5,5
4103,CSE4004 ,Digital Forensics,Dr. taran,3,5,1,1,2
4104,CSE3001 ,Software Engineering,Dr. omprkesh,4,1,2,1,4
4105,CSE4004 ,Digital Forensics,Dr. mangeshwar,3,1,0,1,4
4106,CSE2014,Compiler Design,Dr. rahim,2,1,3,4,5
4107,MAT2002,Applications of Differential and Difference Equations,Dr. iqubal,2,2,0,5,3
4108,CSE3505,Foundations of Data Analytics,Dr. suriti,2,3,2,4,4
4109,MAT3004 ,Applied Linear Algebra,Dr. shashai,5,4,4,2,5
4110,CSE4020 ,Machine Learning,Dr. nikhil,1,4,1,3,4
4111,CSE2006 ,Microprocessor and Interfacing,Dr. bima,2,4,4,1,5
4112,CSE3501,Information Security Analysis and Audit,Dr. monini,4,5,2,5,4
4113,ECE3501,IoT Fundamentals,Dr. chanderkanta,1,4,0,5,4
4114,CSE3018 ,Content Based Image and Video Retrieval,Dr. sukhbir,1,3,0,1,4
4115,CSE3020 ,Data Visualization,Dr. mini,2,4,4,4,4
4116,CSE2005 ,Operating Systems,Dr. shabir,5,3,1,1,2
4117,CSE3001 ,Software Engineering,Dr. jaswant,5,5,2,2,5
4118,CSE2014,Compiler Design,Dr. wahid,5,2,3,2,2
4119,CSE1006 ,Blockchain and Cryptocurrency Technologies,Dr. hyatun,5,3,1,2,2
4120,CSE3009 ,Internet of Things,Dr. nazrin,3,2,2,5,4
4121,MAT1014,Discrete Mathematics and Graph Theory,Dr. vashudev,4,4,0,1,3
4122,CSE3018 ,Content Based Image and Video Retrieval,Dr. shamsuddin,2,2,2,5,3
4123,CSE2023,Robotic Process Automation,Dr. shiena,4,3,4,1,5
4124,CSE4014 ,High Performance Computing,Dr. babita,3,4,3,4,3
4125,CSE3018 ,Content Based Image and Video Retrieval,Dr. shyamlal,4,2,2,1,4
4126,CSE2005 ,Operating Systems,Dr. birgesh,4,4,0,1,2
4127,CSE3009 ,Internet of Things,Dr. vadhi,2,3,0,1,2
4128,CSE2011 ,Data Structures and Algorithms,Dr. kashmir,3,5,1,1,4
4129,CSE4015 ,Human Computer Interaction,Dr. narpendra,2,2,1,5,4
4130,CSE3029 ,Game Programming,Dr. chanderkala,1,3,1,4,2
4131,CSE3505,Foundations of Data Analytics,Dr. maryana,4,4,1,4,2
4132,CSE4014 ,High Performance Computing,Dr. supna,1,4,4,3,3
4133,CSE3029 ,Game Programming,Dr. subodh,2,3,2,1,5
4134,ECE3501,IoT Fundamentals,Dr. samiron,1,5,3,2,4
4135,CSE3002 ,Internet and Web Programming,Dr. diti,4,1,1,5,4
4136,CSE3018 ,Content Based Image and Video Retrieval,Dr. bhrkat,2,1,3,3,3
4137,CSE2001 ,Computer Architecture and Organization,Dr. sumemtra,3,4,2,2,4
4138,CSE4014 ,High Performance Computing,Dr. prachi,1,3,2,4,3
4139,CSE3002 ,Internet and Web Programming,Dr. kunod,5,3,5,4,5
4140,CSE3501,Information Security Analysis and Audit,Dr. kritika,5,2,2,1,2
4141,ECE3501,IoT Fundamentals,Dr. shabanam,2,3,4,1,5
4142,CSE3001 ,Software Engineering,Dr. dishu,2,2,0,2,2
4143,CSE1004 ,Network and Communication,Dr. birjesh,2,1,2,5,4
4144,CSE3501,Information Security Analysis and Audit,Dr. ikramudeen,2,1,1,4,4
4145,CSE2006 ,Microprocessor and Interfacing,Dr. manjar,2,2,2,2,4
4146,MAT1014,Discrete Mathematics and Graph Theory,Dr. nanni,5,5,0,1,4
4147,CSE3009 ,Internet of Things,Dr. manbharbai,1,2,1,5,3
4148,MAT2002,Applications of Differential and Difference Equations,Dr. radhab,3,2,2,1,2
4149,CSE2023,Robotic Process Automation,Dr. ratna,5,4,0,1,2
4150,CSE3501,Information Security Analysis and Audit,Dr. asho,3,2,3,4,3
4151,CSE4019 ,Image Processing,Dr. salu,4,4,4,5,5
4152,CSE4019 ,Image Processing,Dr. sibanaz,5,3,0,2,4
4153,CSE3501,Information Security Analysis and Audit,Dr. bangali,4,5,4,2,5
4154,CSE2005 ,Operating Systems,Dr. khamchand,3,4,3,4,3
4155,CSE2013,Theory of Computation,Dr. ravidutt,4,4,2,3,3
4156,CSE3029 ,Game Programming,Dr. rajwanti,2,1,2,3,2
4157,CSE3018 ,Content Based Image and Video Retrieval,Dr. beekar,3,1,1,3,4
4158,CSE4022 ,Natural Language Processing,Dr. chandani,3,1,1,3,4
4159,MAT1014,Discrete Mathematics and Graph Theory,Dr. sulender,3,1,3,2,5
4160,CSE3020 ,Data Visualization,Dr. naziya,1,2,0,3,2
4161,CSE2004 ,Database Management Systems,Dr. vinod,4,5,2,4,5
4162,CSE2006 ,Microprocessor and Interfacing,Dr. maryana,2,5,4,1,5
4163,CSE4004 ,Digital Forensics,Dr. ashif,1,5,2,1,3
4164,EEE1001,Basic Electrical and Electronics Engineering,Dr. nandi,1,2,1,4,4
4165,CSE2001 ,Computer Architecture and Organization,Dr. libin,3,1,0,2,4
4166,EEE1001,Basic Electrical and Electronics Engineering,Dr. akhilesh,4,5,2,5,4
4167,CSE4019 ,Image Processing,Dr. arzoo,5,4,3,1,5
4168,CSE2004 ,Database Management Systems,Dr. tashnim,1,5,4,4,4
4169,CSE3505,Foundations of Data Analytics,Dr. reema,1,3,1,1,4
4170,EEE1001,Basic Electrical and Electronics Engineering,Dr. mikel,4,4,1,1,3
4171,MAT3004 ,Applied Linear Algebra,Dr. sarojani,4,5,0,3,2
4172,CSE3020 ,Data Visualization,Dr. budhan,1,2,1,5,4
4173,ECE3502,IoT Domain Analyst,Dr. neeraj,2,4,4,5,4
4174,CSE1004 ,Network and Communication,Dr. rinkoo,5,5,1,4,4
4175,CSE2011 ,Data Structures and Algorithms,Dr. balmiki,5,4,4,5,4
4176,CSE3013 ,Artificial Intelligence,Dr. nek,3,3,2,4,3
4177,CSE2012,Design and analysis of algorithms,Dr. lalital,2,3,1,5,3
4178,CSE3011 ,Robotics and its Applications,Dr. kimat,3,5,4,4,5
4179,CSE4011 ,Virtualization,Dr. asmat,4,4,0,5,5
4180,CSE3025 ,Large Scale Data Processing,Dr. asgar,4,3,2,1,3
4181,CSE3013 ,Artificial Intelligence,Dr. mansha,5,3,0,1,3
4182,MAT2002,Applications of Differential and Difference Equations,Dr. mahammd,3,5,0,2,4
4183,CSE2005 ,Operating Systems,Dr. yogender,4,1,1,4,3
4184,CSE2012,Design and analysis of algorithms,Dr. chotan,2,5,2,1,4
4185,CSE2004 ,Database Management Systems,Dr. shanjhan,2,5,2,5,3
4186,ECE3501,IoT Fundamentals,Dr. bsram,5,3,0,5,2
4187,CSE3506,Essentials of Data Analytics,Dr. amjad,2,3,3,3,5
4188,CSE3009 ,Internet of Things,Dr. chnda,5,5,1,3,4
4189,CSE4003 ,Cyber Security,Dr. emran,1,1,3,3,5
4190,CSE2006 ,Microprocessor and Interfacing,Dr. husiya,5,1,0,5,3
4191,CSE2012,Design and analysis of algorithms,Dr. devya,4,1,2,5,3
4192,MAT1014,Discrete Mathematics and Graph Theory,Dr. reeti,3,3,2,1,3
4193,CSE3501,Information Security Analysis and Audit,Dr. akhlaq,1,2,1,4,2
4194,CSE3002 ,Internet and Web Programming,Dr. pholwati,3,2,1,2,2
4195,CSE1007 ,Java Programming,Dr. lakhan,2,2,0,5,3
4196,CSE4003 ,Cyber Security,Dr. faijina,2,1,1,3,3
4197,CSE2006 ,Microprocessor and Interfacing,Dr. ankita,2,5,2,3,3
4198,CSE2004 ,Database Management Systems,Dr. saaniya,2,3,1,2,2
4199,CSE4014 ,High Performance Computing,Dr. pakhali,1,5,0,1,2
4200,CSE3002 ,Internet and Web Programming,Dr. ruksin,4,3,3,5,4
4201,CSE4004 ,Digital Forensics,Dr. priynka,4,1,1,1,5
4202,CSE2012,Design and analysis of algorithms,Dr. jile,5,1,1,2,3
4203,MAT2002,Applications of Differential and Difference Equations,Dr. sabina,3,3,3,2,3
4204,MAT3004 ,Applied Linear Algebra,Dr. vicky,5,4,4,4,4
4205,CSE4011 ,Virtualization,Dr. iarfan,3,2,1,5,3
4206,CSE3001 ,Software Engineering,Dr. chitranjan,1,2,4,4,5
4207,CSE2006 ,Microprocessor and Interfacing,Dr. shashank,3,5,2,3,2
4208,CSE3001 ,Software Engineering,Dr. lokendra,3,4,2,5,5
4209,CSE1003 ,Digital Logic and Design,Dr. kumari,3,5,4,2,4
4210,CSE3502,Information Security Management,Dr. nikhad,3,1,2,4,4
4211,CSE4022 ,Natural Language Processing,Dr. muntrin,2,1,0,1,2
